2021-11-20 20:47:27.6403447 +0500 PKT m=+24.014885801, 127.0.0.1:8028, balance = 0 
2021-11-20 20:48:18.0147816 +0500 PKT m=+74.389322501, 127.0.0.1:8000, balance = 0 
2021-11-20 20:48:18.0147866 +0500 PKT m=+74.389327901, 127.0.0.1:8015, balance = 0 
2021-11-20 20:48:18.0147946 +0500 PKT m=+74.389335501, 127.0.0.1:8001, balance = 0 
2021-11-20 20:48:18.0148002 +0500 PKT m=+74.389341201, 127.0.0.1:8025, balance = 0 
2021-11-20 20:48:18.0148054 +0500 PKT m=+74.389346301, 127.0.0.1:8010, balance = 0 
2021-11-20 20:48:18.014809 +0500 PKT m=+74.389349901, 127.0.0.1:8027, balance = 0 
2021-11-20 20:48:18.0148182 +0500 PKT m=+74.389359201, 127.0.0.1:8035, balance = 0 
2021-11-20 20:48:18.0148205 +0500 PKT m=+74.389361501, 127.0.0.1:8043, balance = 0 
2021-11-20 20:48:18.0148226 +0500 PKT m=+74.389363601, 127.0.0.1:8033, balance = 0 
2021-11-20 20:48:18.0148273 +0500 PKT m=+74.389368201, 127.0.0.1:8003, balance = 0 
2021-11-20 20:48:18.0148297 +0500 PKT m=+74.389370701, 127.0.0.1:8002, balance = 0 
2021-11-20 20:48:18.014833 +0500 PKT m=+74.389373901, 127.0.0.1:8011, balance = 0 
2021-11-20 20:48:18.0148377 +0500 PKT m=+74.389378701, 127.0.0.1:8041, balance = 0 
2021-11-20 20:48:18.0148409 +0500 PKT m=+74.389381801, 127.0.0.1:8046, balance = 0 
2021-11-20 20:48:18.0148432 +0500 PKT m=+74.389384101, 127.0.0.1:8029, balance = 0 
2021-11-20 20:48:18.0148469 +0500 PKT m=+74.389387901, 127.0.0.1:8044, balance = 0 
2021-11-20 20:48:18.0148493 +0500 PKT m=+74.389390201, 127.0.0.1:8049, balance = 0 
2021-11-20 20:48:18.014856 +0500 PKT m=+74.389396901, 127.0.0.1:8039, balance = 0 
2021-11-20 20:48:18.0148589 +0500 PKT m=+74.389399801, 127.0.0.1:8024, balance = 0 
2021-11-20 20:48:18.0148611 +0500 PKT m=+74.389402101, 127.0.0.1:8037, balance = 0 
2021-11-20 20:48:18.0148646 +0500 PKT m=+74.389405601, 127.0.0.1:8030, balance = 0 
2021-11-20 20:48:18.014867 +0500 PKT m=+74.389408001, 127.0.0.1:8007, balance = 0 
2021-11-20 20:48:18.0148698 +0500 PKT m=+74.389410701, 127.0.0.1:8038, balance = 0 
2021-11-20 20:48:18.0148728 +0500 PKT m=+74.389413801, 127.0.0.1:8042, balance = 0 
2021-11-20 20:48:18.0148762 +0500 PKT m=+74.389417201, 127.0.0.1:8032, balance = 0 
2021-11-20 20:48:18.0148786 +0500 PKT m=+74.389419601, 127.0.0.1:8028, balance = 0 
2021-11-20 20:48:18.0148862 +0500 PKT m=+74.389427201, 127.0.0.1:8012, balance = 0 
2021-11-20 20:48:18.0148885 +0500 PKT m=+74.389429501, 127.0.0.1:8019, balance = 0 
2021-11-20 20:48:18.0148908 +0500 PKT m=+74.389431701, 127.0.0.1:8020, balance = 0 
2021-11-20 20:48:18.014897 +0500 PKT m=+74.389438001, 127.0.0.1:8036, balance = 0 
2021-11-20 20:48:18.0149011 +0500 PKT m=+74.389442101, 127.0.0.1:8017, balance = 0 
2021-11-20 20:48:18.0149053 +0500 PKT m=+74.389446201, 127.0.0.1:8018, balance = 0 
2021-11-20 20:48:18.0149094 +0500 PKT m=+74.389450401, 127.0.0.1:8047, balance = 0 
2021-11-20 20:48:18.0149136 +0500 PKT m=+74.389454601, 127.0.0.1:8026, balance = 0 
2021-11-20 20:48:18.0149179 +0500 PKT m=+74.389458901, 127.0.0.1:8004, balance = 0 
2021-11-20 20:48:18.0149221 +0500 PKT m=+74.389463001, 127.0.0.1:8040, balance = 0 
2021-11-20 20:48:18.014927 +0500 PKT m=+74.389467901, 127.0.0.1:8008, balance = 0 
2021-11-20 20:48:18.0149298 +0500 PKT m=+74.389470801, 127.0.0.1:8013, balance = 0 
2021-11-20 20:48:28.0158251 +0500 PKT m=+84.390366301, 127.0.0.1:8010, balance = 0 
2021-11-20 20:48:28.0158541 +0500 PKT m=+84.390395101, 127.0.0.1:8002, balance = 10 
2021-11-20 20:48:28.0158822 +0500 PKT m=+84.390423301, 127.0.0.1:8011, balance = 10 
2021-11-20 20:48:28.0158889 +0500 PKT m=+84.390429901, 127.0.0.1:8041, balance = 10 
2021-11-20 20:48:28.015894 +0500 PKT m=+84.390435001, 127.0.0.1:8027, balance = 0 
2021-11-20 20:48:28.0159013 +0500 PKT m=+84.390442301, 127.0.0.1:8035, balance = 0 
2021-11-20 20:48:28.0159522 +0500 PKT m=+84.390493201, 127.0.0.1:8043, balance = 0 
2021-11-20 20:48:28.0159614 +0500 PKT m=+84.390502401, 127.0.0.1:8033, balance = 20 
2021-11-20 20:48:28.0159679 +0500 PKT m=+84.390508901, 127.0.0.1:8003, balance = 10 
2021-11-20 20:48:28.0159738 +0500 PKT m=+84.390514801, 127.0.0.1:8039, balance = 0 
2021-11-20 20:48:28.0159789 +0500 PKT m=+84.390519901, 127.0.0.1:8046, balance = 10 
2021-11-20 20:48:28.0159837 +0500 PKT m=+84.390524701, 127.0.0.1:8029, balance = 10 
2021-11-20 20:48:28.0159877 +0500 PKT m=+84.390528701, 127.0.0.1:8044, balance = 10 
2021-11-20 20:48:28.0159932 +0500 PKT m=+84.390534201, 127.0.0.1:8049, balance = 20 
2021-11-20 20:48:28.016 +0500 PKT m=+84.390541001, 127.0.0.1:8007, balance = 0 
2021-11-20 20:48:28.0160039 +0500 PKT m=+84.390544901, 127.0.0.1:8024, balance = 0 
2021-11-20 20:48:28.0160101 +0500 PKT m=+84.390551101, 127.0.0.1:8037, balance = 0 
2021-11-20 20:48:28.0160163 +0500 PKT m=+84.390557301, 127.0.0.1:8030, balance = 0 
2021-11-20 20:48:28.0160199 +0500 PKT m=+84.390560901, 127.0.0.1:8019, balance = 10 
2021-11-20 20:48:28.0160262 +0500 PKT m=+84.390567201, 127.0.0.1:8038, balance = 30 
2021-11-20 20:48:28.0160302 +0500 PKT m=+84.390571201, 127.0.0.1:8042, balance = 0 
2021-11-20 20:48:28.0160336 +0500 PKT m=+84.390574601, 127.0.0.1:8032, balance = 10 
2021-11-20 20:48:28.0160396 +0500 PKT m=+84.390580601, 127.0.0.1:8028, balance = 20 
2021-11-20 20:48:28.0160447 +0500 PKT m=+84.390585701, 127.0.0.1:8012, balance = 10 
2021-11-20 20:48:28.0160494 +0500 PKT m=+84.390590401, 127.0.0.1:8026, balance = 0 
2021-11-20 20:48:28.0160812 +0500 PKT m=+84.390622201, 127.0.0.1:8004, balance = 0 
2021-11-20 20:48:28.0160864 +0500 PKT m=+84.390627401, 127.0.0.1:8040, balance = 10 
2021-11-20 20:48:28.0160905 +0500 PKT m=+84.390631501, 127.0.0.1:8020, balance = 0 
2021-11-20 20:48:28.0160975 +0500 PKT m=+84.390638501, 127.0.0.1:8036, balance = 20 
2021-11-20 20:48:28.0161012 +0500 PKT m=+84.390642201, 127.0.0.1:8017, balance = 0 
2021-11-20 20:48:28.0161063 +0500 PKT m=+84.390647301, 127.0.0.1:8018, balance = 0 
2021-11-20 20:48:28.0161098 +0500 PKT m=+84.390650701, 127.0.0.1:8047, balance = 20 
2021-11-20 20:48:28.0161173 +0500 PKT m=+84.390658201, 127.0.0.1:8013, balance = 0 
2021-11-20 20:48:28.0161222 +0500 PKT m=+84.390663201, 127.0.0.1:8008, balance = 0 
2021-11-20 20:48:28.0161279 +0500 PKT m=+84.390668901, 127.0.0.1:8022, balance = 10 
2021-11-20 20:48:28.0161344 +0500 PKT m=+84.390675401, 127.0.0.1:8050, balance = 0 
2021-11-20 20:48:28.0161392 +0500 PKT m=+84.390680101, 127.0.0.1:8023, balance = 20 
2021-11-20 20:48:28.0161521 +0500 PKT m=+84.390693201, 127.0.0.1:8016, balance = 10 
2021-11-20 20:48:28.0161632 +0500 PKT m=+84.390704201, 127.0.0.1:8045, balance = 0 
2021-11-20 20:48:28.0161666 +0500 PKT m=+84.390707601, 127.0.0.1:8031, balance = 10 
2021-11-20 20:48:28.0161703 +0500 PKT m=+84.390711301, 127.0.0.1:8009, balance = 0 
2021-11-20 20:48:28.0161765 +0500 PKT m=+84.390717501, 127.0.0.1:8034, balance = 0 
2021-11-20 20:48:28.0161818 +0500 PKT m=+84.390722801, 127.0.0.1:8000, balance = 20 
2021-11-20 20:48:28.0161888 +0500 PKT m=+84.390729801, 127.0.0.1:8015, balance = 0 
2021-11-20 20:48:28.0161951 +0500 PKT m=+84.390736201, 127.0.0.1:8048, balance = 0 
2021-11-20 20:48:28.0162 +0500 PKT m=+84.390741001, 127.0.0.1:8021, balance = 20 
2021-11-20 20:48:28.0162067 +0500 PKT m=+84.390747701, 127.0.0.1:8005, balance = 10 
2021-11-20 20:48:28.0162126 +0500 PKT m=+84.390753601, 127.0.0.1:8014, balance = 0 
2021-11-20 20:48:28.0162193 +0500 PKT m=+84.390760301, 127.0.0.1:8006, balance = 30 
2021-11-20 20:48:28.0162266 +0500 PKT m=+84.390767601, 127.0.0.1:8025, balance = 0 
2021-11-20 20:48:28.0162305 +0500 PKT m=+84.390771501, 127.0.0.1:8001, balance = 0 
2021-11-20 20:48:38.0176553 +0500 PKT m=+94.392196401, 127.0.0.1:8010, balance = 0 
2021-11-20 20:48:38.0176813 +0500 PKT m=+94.392222301, 127.0.0.1:8043, balance = 0 
2021-11-20 20:48:38.0176878 +0500 PKT m=+94.392228801, 127.0.0.1:8033, balance = 20 
2021-11-20 20:48:38.0176961 +0500 PKT m=+94.392237101, 127.0.0.1:8003, balance = 10 
2021-11-20 20:48:38.0177014 +0500 PKT m=+94.392242401, 127.0.0.1:8002, balance = 10 
2021-11-20 20:48:38.0177081 +0500 PKT m=+94.392249101, 127.0.0.1:8011, balance = 10 
2021-11-20 20:48:38.0177135 +0500 PKT m=+94.392254501, 127.0.0.1:8041, balance = 10 
2021-11-20 20:48:38.0177177 +0500 PKT m=+94.392258701, 127.0.0.1:8027, balance = 0 
2021-11-20 20:48:38.0177217 +0500 PKT m=+94.392262701, 127.0.0.1:8035, balance = 0 
2021-11-20 20:48:38.0177264 +0500 PKT m=+94.392267401, 127.0.0.1:8044, balance = 10 
2021-11-20 20:48:38.0177326 +0500 PKT m=+94.392273601, 127.0.0.1:8049, balance = 20 
2021-11-20 20:48:38.0177583 +0500 PKT m=+94.392299301, 127.0.0.1:8039, balance = 0 
2021-11-20 20:48:38.0177625 +0500 PKT m=+94.392303501, 127.0.0.1:8046, balance = 10 
2021-11-20 20:48:38.0177682 +0500 PKT m=+94.392309201, 127.0.0.1:8029, balance = 10 
2021-11-20 20:48:38.0177739 +0500 PKT m=+94.392314901, 127.0.0.1:8030, balance = 0 
2021-11-20 20:48:38.0177796 +0500 PKT m=+94.392320601, 127.0.0.1:8007, balance = 0 
2021-11-20 20:48:38.0177843 +0500 PKT m=+94.392325301, 127.0.0.1:8024, balance = 0 
2021-11-20 20:48:38.0177905 +0500 PKT m=+94.392331501, 127.0.0.1:8037, balance = 0 
2021-11-20 20:48:38.0177944 +0500 PKT m=+94.392335401, 127.0.0.1:8032, balance = 10 
2021-11-20 20:48:38.0178001 +0500 PKT m=+94.392341101, 127.0.0.1:8028, balance = 20 
2021-11-20 20:48:38.0178035 +0500 PKT m=+94.392344501, 127.0.0.1:8012, balance = 10 
2021-11-20 20:48:38.0178066 +0500 PKT m=+94.392347601, 127.0.0.1:8019, balance = 10 
2021-11-20 20:48:38.0178134 +0500 PKT m=+94.392354401, 127.0.0.1:8038, balance = 30 
2021-11-20 20:48:38.0178187 +0500 PKT m=+94.392359701, 127.0.0.1:8042, balance = 0 
2021-11-20 20:48:38.0178246 +0500 PKT m=+94.392365601, 127.0.0.1:8017, balance = 0 
2021-11-20 20:48:38.0178313 +0500 PKT m=+94.392372301, 127.0.0.1:8018, balance = 0 
2021-11-20 20:48:38.0178351 +0500 PKT m=+94.392376101, 127.0.0.1:8047, balance = 20 
2021-11-20 20:48:38.0178388 +0500 PKT m=+94.392379801, 127.0.0.1:8026, balance = 0 
2021-11-20 20:48:38.0178454 +0500 PKT m=+94.392386401, 127.0.0.1:8004, balance = 0 
2021-11-20 20:48:38.0178487 +0500 PKT m=+94.392389701, 127.0.0.1:8040, balance = 10 
2021-11-20 20:48:38.0178537 +0500 PKT m=+94.392394701, 127.0.0.1:8020, balance = 0 
2021-11-20 20:48:38.0178576 +0500 PKT m=+94.392398601, 127.0.0.1:8036, balance = 20 
2021-11-20 20:48:38.0178657 +0500 PKT m=+94.392406701, 127.0.0.1:8013, balance = 0 
2021-11-20 20:48:38.0178692 +0500 PKT m=+94.392410201, 127.0.0.1:8008, balance = 0 
2021-11-20 20:48:38.0178728 +0500 PKT m=+94.392413801, 127.0.0.1:8045, balance = 0 
2021-11-20 20:48:38.0178761 +0500 PKT m=+94.392417101, 127.0.0.1:8031, balance = 10 
2021-11-20 20:48:38.0178805 +0500 PKT m=+94.392421501, 127.0.0.1:8009, balance = 0 
2021-11-20 20:48:38.0178928 +0500 PKT m=+94.392433801, 127.0.0.1:8022, balance = 10 
2021-11-20 20:48:38.0179073 +0500 PKT m=+94.392448301, 127.0.0.1:8050, balance = 0 
2021-11-20 20:48:38.0179113 +0500 PKT m=+94.392452301, 127.0.0.1:8023, balance = 20 
2021-11-20 20:48:38.0179146 +0500 PKT m=+94.392455601, 127.0.0.1:8016, balance = 10 
2021-11-20 20:48:38.0179232 +0500 PKT m=+94.392464201, 127.0.0.1:8005, balance = 10 
2021-11-20 20:48:38.0179301 +0500 PKT m=+94.392471001, 127.0.0.1:8014, balance = 0 
2021-11-20 20:48:38.0179366 +0500 PKT m=+94.392477601, 127.0.0.1:8006, balance = 30 
2021-11-20 20:48:38.0179425 +0500 PKT m=+94.392483501, 127.0.0.1:8034, balance = 0 
2021-11-20 20:48:38.0179495 +0500 PKT m=+94.392490501, 127.0.0.1:8000, balance = 20 
2021-11-20 20:48:38.0179547 +0500 PKT m=+94.392495701, 127.0.0.1:8015, balance = 0 
2021-11-20 20:48:38.0179595 +0500 PKT m=+94.392500501, 127.0.0.1:8048, balance = 0 
2021-11-20 20:48:38.0179658 +0500 PKT m=+94.392506801, 127.0.0.1:8021, balance = 20 
2021-11-20 20:48:38.0179764 +0500 PKT m=+94.392517401, 127.0.0.1:8025, balance = 0 
2021-11-20 20:48:38.0179808 +0500 PKT m=+94.392521801, 127.0.0.1:8001, balance = 0 
2021-11-20 20:48:48.0188509 +0500 PKT m=+104.393392001, 127.0.0.1:8023, balance = 20 
2021-11-20 20:48:48.0188742 +0500 PKT m=+104.393415201, 127.0.0.1:8016, balance = 10 
2021-11-20 20:48:48.0188829 +0500 PKT m=+104.393423901, 127.0.0.1:8045, balance = 0 
2021-11-20 20:48:48.0188888 +0500 PKT m=+104.393429801, 127.0.0.1:8031, balance = 10 
2021-11-20 20:48:48.018895 +0500 PKT m=+104.393436001, 127.0.0.1:8009, balance = 0 
2021-11-20 20:48:48.0189018 +0500 PKT m=+104.393442801, 127.0.0.1:8022, balance = 10 
2021-11-20 20:48:48.0189441 +0500 PKT m=+104.393485101, 127.0.0.1:8050, balance = 0 
2021-11-20 20:48:48.0189541 +0500 PKT m=+104.393495101, 127.0.0.1:8048, balance = 0 
2021-11-20 20:48:48.0189606 +0500 PKT m=+104.393501601, 127.0.0.1:8021, balance = 20 
2021-11-20 20:48:48.0189654 +0500 PKT m=+104.393506401, 127.0.0.1:8005, balance = 10 
2021-11-20 20:48:48.018969 +0500 PKT m=+104.393510001, 127.0.0.1:8014, balance = 0 
2021-11-20 20:48:48.0189735 +0500 PKT m=+104.393514501, 127.0.0.1:8006, balance = 30 
2021-11-20 20:48:48.0189798 +0500 PKT m=+104.393520801, 127.0.0.1:8034, balance = 0 
2021-11-20 20:48:48.0189846 +0500 PKT m=+104.393525601, 127.0.0.1:8000, balance = 20 
2021-11-20 20:48:48.0189889 +0500 PKT m=+104.393529801, 127.0.0.1:8015, balance = 0 
2021-11-20 20:48:48.0189939 +0500 PKT m=+104.393534901, 127.0.0.1:8001, balance = 20 
2021-11-20 20:48:48.018997 +0500 PKT m=+104.393537901, 127.0.0.1:8025, balance = 0 
2021-11-20 20:48:48.0190028 +0500 PKT m=+104.393543801, 127.0.0.1:8010, balance = 20 
2021-11-20 20:48:48.0190075 +0500 PKT m=+104.393548501, 127.0.0.1:8027, balance = 0 
2021-11-20 20:48:48.0190106 +0500 PKT m=+104.393551601, 127.0.0.1:8035, balance = 0 
2021-11-20 20:48:48.0190166 +0500 PKT m=+104.393557601, 127.0.0.1:8043, balance = 0 
2021-11-20 20:48:48.0190204 +0500 PKT m=+104.393561401, 127.0.0.1:8033, balance = 20 
2021-11-20 20:48:48.0190451 +0500 PKT m=+104.393586101, 127.0.0.1:8003, balance = 10 
2021-11-20 20:48:48.0190486 +0500 PKT m=+104.393589601, 127.0.0.1:8002, balance = 10 
2021-11-20 20:48:48.0190559 +0500 PKT m=+104.393596901, 127.0.0.1:8011, balance = 10 
2021-11-20 20:48:48.0190588 +0500 PKT m=+104.393599801, 127.0.0.1:8041, balance = 10 
2021-11-20 20:48:48.0190619 +0500 PKT m=+104.393602801, 127.0.0.1:8046, balance = 10 
2021-11-20 20:48:48.0190671 +0500 PKT m=+104.393608101, 127.0.0.1:8029, balance = 10 
2021-11-20 20:48:48.0190717 +0500 PKT m=+104.393612701, 127.0.0.1:8044, balance = 10 
2021-11-20 20:48:48.0190748 +0500 PKT m=+104.393615801, 127.0.0.1:8049, balance = 20 
2021-11-20 20:48:48.0190796 +0500 PKT m=+104.393620601, 127.0.0.1:8039, balance = 0 
2021-11-20 20:48:48.0190831 +0500 PKT m=+104.393624101, 127.0.0.1:8024, balance = 0 
2021-11-20 20:48:48.0190881 +0500 PKT m=+104.393629101, 127.0.0.1:8037, balance = 0 
2021-11-20 20:48:48.0190927 +0500 PKT m=+104.393633701, 127.0.0.1:8030, balance = 0 
2021-11-20 20:48:48.0190973 +0500 PKT m=+104.393638301, 127.0.0.1:8007, balance = 0 
2021-11-20 20:48:48.019102 +0500 PKT m=+104.393643001, 127.0.0.1:8038, balance = 30 
2021-11-20 20:48:48.0191131 +0500 PKT m=+104.393654101, 127.0.0.1:8042, balance = 0 
2021-11-20 20:48:48.0191163 +0500 PKT m=+104.393657201, 127.0.0.1:8032, balance = 10 
2021-11-20 20:48:48.0191208 +0500 PKT m=+104.393661801, 127.0.0.1:8028, balance = 20 
2021-11-20 20:48:48.0191252 +0500 PKT m=+104.393666101, 127.0.0.1:8012, balance = 10 
2021-11-20 20:48:48.0191284 +0500 PKT m=+104.393669401, 127.0.0.1:8019, balance = 10 
2021-11-20 20:48:48.019134 +0500 PKT m=+104.393675001, 127.0.0.1:8020, balance = 0 
2021-11-20 20:48:48.0191387 +0500 PKT m=+104.393679601, 127.0.0.1:8036, balance = 20 
2021-11-20 20:48:48.0191431 +0500 PKT m=+104.393684101, 127.0.0.1:8017, balance = 0 
2021-11-20 20:48:48.019148 +0500 PKT m=+104.393689001, 127.0.0.1:8018, balance = 0 
2021-11-20 20:48:48.0191531 +0500 PKT m=+104.393694101, 127.0.0.1:8047, balance = 20 
2021-11-20 20:48:48.0191586 +0500 PKT m=+104.393699601, 127.0.0.1:8026, balance = 0 
2021-11-20 20:48:48.0191638 +0500 PKT m=+104.393704801, 127.0.0.1:8004, balance = 0 
2021-11-20 20:48:48.0191723 +0500 PKT m=+104.393713301, 127.0.0.1:8040, balance = 10 
2021-11-20 20:48:48.0191769 +0500 PKT m=+104.393717901, 127.0.0.1:8008, balance = 0 
2021-11-20 20:48:48.019181 +0500 PKT m=+104.393721901, 127.0.0.1:8013, balance = 0 
2021-11-20 20:48:58.0478803 +0500 PKT m=+114.422421301, 127.0.0.1:8032, balance = 10 
2021-11-20 20:48:58.0478886 +0500 PKT m=+114.422429601, 127.0.0.1:8028, balance = 20 
2021-11-20 20:48:58.0478939 +0500 PKT m=+114.422434801, 127.0.0.1:8012, balance = 10 
2021-11-20 20:48:58.0478958 +0500 PKT m=+114.422436701, 127.0.0.1:8019, balance = 10 
2021-11-20 20:48:58.0478972 +0500 PKT m=+114.422438101, 127.0.0.1:8038, balance = 30 
2021-11-20 20:48:58.0479042 +0500 PKT m=+114.422445101, 127.0.0.1:8042, balance = 0 
2021-11-20 20:48:58.0479123 +0500 PKT m=+114.422453301, 127.0.0.1:8017, balance = 0 
2021-11-20 20:48:58.047915 +0500 PKT m=+114.422455901, 127.0.0.1:8018, balance = 0 
2021-11-20 20:48:58.0479195 +0500 PKT m=+114.422460401, 127.0.0.1:8047, balance = 20 
2021-11-20 20:48:58.047923 +0500 PKT m=+114.422464001, 127.0.0.1:8026, balance = 0 
2021-11-20 20:48:58.0479245 +0500 PKT m=+114.422465501, 127.0.0.1:8004, balance = 0 
2021-11-20 20:48:58.0479275 +0500 PKT m=+114.422468501, 127.0.0.1:8040, balance = 10 
2021-11-20 20:48:58.0479297 +0500 PKT m=+114.422470601, 127.0.0.1:8020, balance = 0 
2021-11-20 20:48:58.0479313 +0500 PKT m=+114.422472201, 127.0.0.1:8036, balance = 20 
2021-11-20 20:48:58.0479343 +0500 PKT m=+114.422475201, 127.0.0.1:8013, balance = 0 
2021-11-20 20:48:58.0479413 +0500 PKT m=+114.422482201, 127.0.0.1:8008, balance = 0 
2021-11-20 20:48:58.0479433 +0500 PKT m=+114.422484201, 127.0.0.1:8045, balance = 0 
2021-11-20 20:48:58.0479454 +0500 PKT m=+114.422486401, 127.0.0.1:8031, balance = 10 
2021-11-20 20:48:58.0479494 +0500 PKT m=+114.422490401, 127.0.0.1:8009, balance = 0 
2021-11-20 20:48:58.0479509 +0500 PKT m=+114.422491801, 127.0.0.1:8022, balance = 10 
2021-11-20 20:48:58.0479526 +0500 PKT m=+114.422493501, 127.0.0.1:8050, balance = 0 
2021-11-20 20:48:58.0479607 +0500 PKT m=+114.422501701, 127.0.0.1:8023, balance = 20 
2021-11-20 20:48:58.0479627 +0500 PKT m=+114.422503601, 127.0.0.1:8016, balance = 10 
2021-11-20 20:48:58.047967 +0500 PKT m=+114.422507901, 127.0.0.1:8005, balance = 10 
2021-11-20 20:48:58.0479845 +0500 PKT m=+114.422525401, 127.0.0.1:8014, balance = 0 
2021-11-20 20:48:58.0479892 +0500 PKT m=+114.422530101, 127.0.0.1:8006, balance = 30 
2021-11-20 20:48:58.0479915 +0500 PKT m=+114.422532401, 127.0.0.1:8034, balance = 0 
2021-11-20 20:48:58.0479976 +0500 PKT m=+114.422538501, 127.0.0.1:8000, balance = 20 
2021-11-20 20:48:58.0480015 +0500 PKT m=+114.422542501, 127.0.0.1:8015, balance = 0 
2021-11-20 20:48:58.0480035 +0500 PKT m=+114.422544401, 127.0.0.1:8048, balance = 0 
2021-11-20 20:48:58.0480068 +0500 PKT m=+114.422547801, 127.0.0.1:8021, balance = 20 
2021-11-20 20:48:58.0480102 +0500 PKT m=+114.422551101, 127.0.0.1:8025, balance = 0 
2021-11-20 20:48:58.0480162 +0500 PKT m=+114.422557101, 127.0.0.1:8001, balance = 20 
2021-11-20 20:48:58.0480183 +0500 PKT m=+114.422559201, 127.0.0.1:8010, balance = 20 
2021-11-20 20:48:58.0480194 +0500 PKT m=+114.422560301, 127.0.0.1:8043, balance = 0 
2021-11-20 20:48:58.0480204 +0500 PKT m=+114.422561301, 127.0.0.1:8033, balance = 20 
2021-11-20 20:48:58.0480252 +0500 PKT m=+114.422566101, 127.0.0.1:8003, balance = 10 
2021-11-20 20:48:58.0480261 +0500 PKT m=+114.422567001, 127.0.0.1:8002, balance = 10 
2021-11-20 20:48:58.0480478 +0500 PKT m=+114.422588701, 127.0.0.1:8011, balance = 10 
2021-11-20 20:48:58.0480505 +0500 PKT m=+114.422591401, 127.0.0.1:8041, balance = 10 
2021-11-20 20:48:58.0480515 +0500 PKT m=+114.422592501, 127.0.0.1:8027, balance = 0 
2021-11-20 20:48:58.0480542 +0500 PKT m=+114.422595101, 127.0.0.1:8035, balance = 0 
2021-11-20 20:48:58.0480583 +0500 PKT m=+114.422599201, 127.0.0.1:8044, balance = 10 
2021-11-20 20:48:58.0480623 +0500 PKT m=+114.422603301, 127.0.0.1:8049, balance = 20 
2021-11-20 20:48:58.0480642 +0500 PKT m=+114.422605101, 127.0.0.1:8039, balance = 0 
2021-11-20 20:48:58.0480659 +0500 PKT m=+114.422606801, 127.0.0.1:8046, balance = 10 
2021-11-20 20:48:58.0480675 +0500 PKT m=+114.422608401, 127.0.0.1:8029, balance = 10 
2021-11-20 20:48:58.0480691 +0500 PKT m=+114.422610001, 127.0.0.1:8030, balance = 0 
2021-11-20 20:48:58.048073 +0500 PKT m=+114.422613901, 127.0.0.1:8007, balance = 0 
2021-11-20 20:48:58.0480741 +0500 PKT m=+114.422615101, 127.0.0.1:8024, balance = 0 
2021-11-20 20:48:58.0480752 +0500 PKT m=+114.422616201, 127.0.0.1:8037, balance = 0 
2021-11-20 20:49:08.0489343 +0500 PKT m=+124.423475301, 127.0.0.1:8015, balance = 0 
2021-11-20 20:49:08.0489478 +0500 PKT m=+124.423488801, 127.0.0.1:8048, balance = 0 
2021-11-20 20:49:08.0489532 +0500 PKT m=+124.423494201, 127.0.0.1:8021, balance = 30 
2021-11-20 20:49:08.0489571 +0500 PKT m=+124.423498001, 127.0.0.1:8005, balance = 10 
2021-11-20 20:49:08.0489597 +0500 PKT m=+124.423500601, 127.0.0.1:8014, balance = 0 
2021-11-20 20:49:08.0489633 +0500 PKT m=+124.423504201, 127.0.0.1:8006, balance = 30 
2021-11-20 20:49:08.0489657 +0500 PKT m=+124.423506601, 127.0.0.1:8034, balance = 20 
2021-11-20 20:49:08.0489681 +0500 PKT m=+124.423509101, 127.0.0.1:8000, balance = 20 
2021-11-20 20:49:08.0489719 +0500 PKT m=+124.423512801, 127.0.0.1:8025, balance = 0 
2021-11-20 20:49:08.0489749 +0500 PKT m=+124.423515901, 127.0.0.1:8001, balance = 20 
2021-11-20 20:49:08.0489771 +0500 PKT m=+124.423518001, 127.0.0.1:8010, balance = 20 
2021-11-20 20:49:08.048981 +0500 PKT m=+124.423521901, 127.0.0.1:8041, balance = 10 
2021-11-20 20:49:08.048984 +0500 PKT m=+124.423524901, 127.0.0.1:8027, balance = 0 
2021-11-20 20:49:08.0489856 +0500 PKT m=+124.423526501, 127.0.0.1:8035, balance = 0 
2021-11-20 20:49:08.0489884 +0500 PKT m=+124.423529301, 127.0.0.1:8043, balance = 0 
2021-11-20 20:49:08.0489919 +0500 PKT m=+124.423532801, 127.0.0.1:8033, balance = 20 
2021-11-20 20:49:08.0489936 +0500 PKT m=+124.423534501, 127.0.0.1:8003, balance = 10 
2021-11-20 20:49:08.0489975 +0500 PKT m=+124.423538501, 127.0.0.1:8002, balance = 10 
2021-11-20 20:49:08.049 +0500 PKT m=+124.423541001, 127.0.0.1:8011, balance = 20 
2021-11-20 20:49:08.0490038 +0500 PKT m=+124.423544701, 127.0.0.1:8039, balance = 10 
2021-11-20 20:49:08.0490056 +0500 PKT m=+124.423546501, 127.0.0.1:8046, balance = 10 
2021-11-20 20:49:08.0490081 +0500 PKT m=+124.423549101, 127.0.0.1:8029, balance = 10 
2021-11-20 20:49:08.0490231 +0500 PKT m=+124.423564101, 127.0.0.1:8044, balance = 10 
2021-11-20 20:49:08.0490254 +0500 PKT m=+124.423566301, 127.0.0.1:8049, balance = 20 
